,index,N_EAN13,N_MARQUE,N_SAME_PRODUCT,N_GAMME,N_RECETTES,N_ORGANIC,N_FORMAT,N_WEIGHT_num,N_EMBALLAGE,N_COMPTE,N_STD/PROMO,N_Ventes_Valeur_2019,N_Ventes_Valeur_2018,N_ITEM,N_NIELSEN_DESCRIPTION,N_INITIAL_INDEX,N_CATEGORY,N_COUNT,O_EAN13,O_product_name_fr,O_product_name,O_brands,O_brands_tags_str,O_brands_tags,O_serving_size,O_serving_quantity,O_countries_hierarchy,O_cities_tags,O_manufacturing_places,O_purchase_places,O_countries_tags,O_categories,O_category_properties,O_pnns_groups_1,O_pnns_groups_2,O_compared_to_category,O_interface_version_modified,O_ingredients_n,O_ingredients_text,O_ingredients,O_salt_content,O_max_salt_content,O_min_salt_content,O_oil_content,O_max_oil_content,O_min_oil_content,O_oil_type,O_nutriments,O_energy_100g,O_energy_kcal_100g,O_saturated_fat_100g,O_fat_100g,O_carbohydrates_100g,O_sugars_100g,O_fruits_vegetables_nuts_estimate_from_ingredients_100g,O_proteins_100g,O_sodium_100g,O_salt_100g,O_nutrition_score_fr_100g,O_fiber_100g,O_nova_group_100g,O_COUNT,O_date_modified
0,1542,3760052155536,AUT_MQ,AUT_MQ | SCE_CLAS | CITRON_VERT_PIMENT_DOUX | AUT_EMB | NON_BIO,SCE_CLAS,CITRON_VERT_PIMENT_DOUX,NON_BIO,PF,100,AUT_EMB,1CT,STD,35.1,1563.3000000000006,3760052155536,AUT_EMB_AUT_FAB_AUT_MQ_SCE_CLAS_PF_CITRON_VERT_PIMENT_DOUX_1CT_100G_*_NON_BIO,1542,AUT_SCE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2020,8005360002215,AUT_MQ,AUT_MQ | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,GF,680,POT,1CT,STD,7402.6,6614.7,8005360002215,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_BASILIC_1CT_680G_*_NON_BIO,2020,SAUCES_POUR_FECULENTS,1,8005360002215,Pomodoro al basilico,Pomodoro al basilico,,,,,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0.0,0.0,[],0.0,0.0,,{},,,,,,,,,,,,,,1.0,20150316
423,2021,3268387011133,AUT_MQ,AUT_MQ | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,GF,680,POT,1CT,STD,146.7,0.0,3268387011133,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_BASILIC_1CT_680G_*_NON_BIO,2021,SAUCES_POUR_FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2022,3760077532732,AUT_MQ,AUT_MQ | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,GF,700,POT,1CT,STD,64471.69999999999,64893.00000000001,3760077532732,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_BASILIC_1CT_700G_*_NON_BIO,2022,SAUCES_POUR_FECULENTS,1,3760077532732,Passati di pomodorio con basilico,Passati di pomodorio con basilico,Sicieliani,['sicieliani'],['sicieliani'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,4.0,"tomates (98%), basilic (1%), sel, correcteur","['tomates', 'basilic', 'sel', 'correcteur']","[{'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 3, 'percent_max': '1', 'percent_min': 0.5}]",1.0,0.5,[],0.0,0.0,,"{'energy-kcal_100g': 40, 'fiber_value': 1.8, 'fat_unit': '', 'salt_value': 0.9, 'energy-kcal_unit': 'kcal', 'sugars': 4.7, 'carbohydrates_value': 7, 'proteins_value': 1.6, 'fat_value': 0.2, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 333, 'salt_100g': 0.9, 'sodium_value': 0.36, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 98, 'fat': 0.2, 'proteins': 1.6, 'energy_value': 40, 'proteins_unit': '', 'carbohydrates_100g': 7, 'saturated-fat_unit': '', 'saturated-fat_value': 0.02, 'fat_100g': 0.2, 'proteins_100g': 1.6, 'carbohydrates': 7, 'saturated-fat': 0.02, 'sodium_unit': 'g', 'carbohydrates_unit': '', 'saturated-fat_100g': 0.02, 'salt': 0.9, 'sodium': 0.36, 'energy': 167, 'sugars_value': 4.7, 'fiber_unit': '', 'fiber': 1.8, 'energy-kcal': 40, 'energy_100g': 167, 'carbon-footprint-from-known-ingredients_100g': 49, 'energy-kcal_value': 40, 'sodium_100g': 0.36, 'salt_unit': '', 'sugars_100g': 4.7, 'fiber_100g': 1.8, 'sugars_unit': ''}",167.0,40.0,0.02,0.2,7.0,4.7,98.0,1.6,0.36,0.9,,1.8,,1.0,20150316
425,2023,8410095501450,AUT_MQ,AUT_MQ | LEGUMES | FRITE_AVEC_DE_L'HUILE_D'OLIVE | POT | NON_BIO,LEGUMES,FRITE_AVEC_DE_L'HUILE_D'OLIVE,NON_BIO,GF,560,POT,1CT,STD,9945.8,8318.800000000001,8410095501450,POT_AUT_FAB_AUT_MQ_LEGUMES_GF_FRITE_AVEC_DE_L'HUILE_D'OLIVE_1CT_560G_*_NON_BIO,2023,SAUCES_POUR_FECULENTS,1,8410095501450,Tomate frito estilo mediterráneo con aceite oliva virgen extra,Tomate frito estilo mediterráneo con aceite oliva virgen extra,Helios,['helios'],['helios'],,,"['en:france', 'en:spain']",[],,,"['en:france', 'en:spain']","Comestibles, Salsas, Salsas de tomate, Salsas de tomate frito",{},Fat and sauces,Dressings and sauces,en:fried-tomato-sauces,20150316.jqm2,3.0,"INGREDIENTE TIMATE ACEITE DE OLIVA VIRGEN EXTRA (5%), AZUCAR , SAL.","['INGREDIENTE TIMATE ACEITE DE OLIVA VIRGEN EXTRA', 'AZUCAR', 'SAL']",[],0.0,0.0,[],0.0,0.0,,"{'saturated-fat_100g': 0, 'carbohydrates_unit': 'g', 'sodium_unit': 'g', 'nutrition-score-fr_serving': 7, 'saturated-fat': 0, 'carbohydrates': 14, 'proteins_100g': 0.5, 'nutrition-score-fr_100g': 7, 'fat_100g': 5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'proteins_unit': 'g', 'carbohydrates_100g': 14, 'proteins': 0.5, 'energy_value': 103, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fat': 5, 'energy_unit': 'kcal', 'sodium_value': 0.4, 'salt_100g': 1, 'sugars': 13, 'energy-kcal_unit': 'kcal', 'proteins_value': 0.5, 'fat_value': 5, 'carbohydrates_value': 14, 'fat_unit': 'g', 'nova-group_serving': 3, 'salt_value': 1, 'energy-kcal_100g': 103, 'sugars_unit': 'g', 'nova-group': 3, 'nova-group_100g': 3, 'sugars_100g': 13, 'salt_unit': 'g', 'sodium_100g': 0.4, 'energy-kcal_value': 103, 'nutrition-score-fr': 7, 'energy-kcal': 103, 'energy_100g': 431, 'energy': 431, 'sugars_value': 13, 'sodium': 0.4, 'salt': 1}",431.0,103.0,0.0,5.0,14.0,13.0,0.0,0.5,0.4,1.0,7.0,,3.0,1.0,20150316
426,2024,8029342000228,AUT_MQ,AUT_MQ | LEGUMES | LEGUME | POT | NON_BIO,LEGUMES,LEGUME,NON_BIO,GF,530,POT,1CT,STD,1882.4,1459.3,8029342000228,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_LEGUME_1CT_530G_*_NON_BIO,2024,SAUCES_POUR_FECULENTS,1,8029342000228,Sugo alle verdure,Sugo alle verdure,,,,,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0.0,0.0,[],0.0,0.0,,"{'energy_value': 41, 'proteins': 1.2, 'carbohydrates_100g': 4, 'proteins_unit': '', 'sodium_value': 0.52, 'salt_100g': 1.3, 'energy_unit': 'kcal', 'fat': 1.9, 'salt_value': 1.3, 'fat_unit': '', 'carbohydrates_value': 4, 'fat_value': 1.9, 'proteins_value': 1.2, 'energy-kcal_unit': 'kcal', 'sugars': 4, 'energy-kcal_100g': 41, 'sodium_unit': 'g', 'saturated-fat_100g': 0.3, 'carbohydrates_unit': '', 'saturated-fat': 0.3, 'proteins_100g': 1.2, 'carbohydrates': 4, 'saturated-fat_value': 0.3, 'saturated-fat_unit': '', 'fat_100g': 1.9, 'energy-kcal_value': 41, 'sodium_100g': 0.52, 'energy': 172, 'sugars_value': 4, 'energy-kcal': 41, 'energy_100g': 172, 'salt': 1.3, 'sodium': 0.52, 'sugars_unit': '', 'sugars_100g': 4, 'salt_unit': ''}",172.0,41.0,0.3,1.9,4.0,4.0,,1.2,0.52,1.3,,,,1.0,20150316
427,2025,8001770063235,AUT_MQ,AUT_MQ | LEGUMES | MARINARA | POT | NON_BIO,LEGUMES,MARINARA,NON_BIO,GF,680,POT,1CT,STD,9796.5,8317.3,8001770063235,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_MARINARA_1CT_680G_*_NON_BIO,2025,SAUCES_POUR_FECULENTS,1,8001770063235,Sauce Marinara,Sauce Marinara,Di Vita,['di-vita'],['di-vita'],,,"['en:france', 'en:italy']",[],,,"['en:france', 'en:italy']","Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20150316.jqm2,11.0,"Purée de tomates 60%, tomates 23%, huile de tournesol, huile d’olive, oignons, basilic, sucre, ail 1,4%, sel, acidifiant; acide citrique.","['Purée de tomates', 'tomates', 'huile de tournesol', ""huile d'olive"", 'oignons', 'basilic', 'sucre', 'ail', 'sel', 'acidifiant', 'acide citrique']","[{'text': 'sel', 'id': 'en:salt', 'percent_min': 0, 'vegan': 'yes', 'percent_max': '1.4', 'rank': 9, 'vegetarian': 'yes'}]",1.4,0.0,"[{'percent_min': 1.8888888888888888, 'from_palm_oil': 'no', 'rank': 3, 'id': 'en:sunflower-oil', 'text': 'huile de tournesol', 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': 17}, {'percent_max': 8.500000000000002, 'vegan': 'yes', 'vegetarian': 'yes', 'text': ""huile d'olive"", 'id': 'en:olive-oil', 'rank': 4, 'from_palm_oil': 'no', 'percent_min': '1.4'}]",17.0,1.8888888888888888,huile de tournesol,"{'nova-group': 3, 'fiber_100g': 0.3, 'salt_unit': 'g', 'sugars_100g': 5.1, 'nova-group_100g': 3, 'sugars_unit': 'g', 'fiber': 0.3, 'fiber_unit': 'g', 'energy': 481, 'sugars_value': 5.1, 'energy_100g': 481, 'energy-kcal': 115, 'salt': 1.5, 'sodium': 0.6, 'nutrition-score-fr': 3, 'sodium_100g': 0.6, 'energy-kcal_value': 115, 'carbon-footprint-from-known-ingredients_100g': 41.92, 'proteins_100g': 2.7, 'carbohydrates': 6.2, 'saturated-fat_value': 1.1, 'saturated-fat_unit': 'g', 'fat_100g': 8.8, 'nutrition-score-fr_100g': 3, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 1.1, 'saturated-fat': 1.1, 'nutrition-score-fr_serving': 3, 'salt_value': 1.5, 'nova-group_serving': 3, 'fat_unit': 'g', 'carbohydrates_value': 6.2, 'fat_value': 8.8, 'proteins_value': 2.7, 'sugars': 5.1, 'energy-kcal_unit': 'kcal', 'energy-kcal_100g': 115, 'fiber_value': 0.3, 'energy_value': 115, 'proteins': 2.7, 'carbohydrates_100g': 6.2, 'proteins_unit': 'g', 'sodium_value': 0.6, 'salt_100g': 1.5, 'carbon-footprint-from-known-ingredients_product': 285, 'energy_unit': 'kcal', 'fat': 8.8, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 87.20000000000002}",481.0,115.0,1.1,8.8,6.2,5.1,87.20000000000002,2.7,0.6,1.5,3.0,0.3,3.0,1.0,20150316
428,2026,3272640001557,AUT_MQ,AUT_MQ | LEGUMES | NAPOLITAIN | POT | NON_BIO,LEGUMES,NAPOLITAIN,NON_BIO,GF,680,POT,1CT,PROMO,0.0,0.0,3272640001557,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_NAPOLITAIN_1CT_680G_PRIX_NON_BIO,2026,SAUCES_POUR_FECULENTS,1,3272640001557,Sauce napolitaine,Sauce napolitaine,Prix Choc,['prix-choc'],['prix-choc'],,,['en:france'],['malville-loire-atlantique-france'],,,['en:france'],"Epicerie, Sauces, Sauces tomate, Sauces pour pâtes, Sauces napolitaines",{},Fat and sauces,Dressings and sauces,en:neapolitan-sauces,20120622,18.0,"Tomates concassées 60% (tomates pelées concassées, jus de tomates, acidifiant : acide citrique), eau, concentré de tomates, carottes, huile végétale (colza ou tournesol), sel, amidon, sucre, oignon en poudre, ail en poudre, basilic, origan, poivre.","['Tomates concassées', 'eau', 'concentré de tomates', 'carottes', 'huile végétale de colza', 'huile végétale de tournesol', 'sel', 'amidon', 'sucre', 'oignon en poudre', 'ail en poudre', 'basilic', 'origan', 'poivre', 'tomates pelées concassées', 'jus de tomates', 'acidifiant', 'acide citrique']","[{'percent_min': 0, 'percent_max': 7.384615384615384, 'rank': 7, 'vegan': 'yes', 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]",7.384615384615384,0.0,"[{'from_palm_oil': 'no', 'percent_min': 0, 'rank': 5, 'text': 'huile végétale de colza', 'id': 'en:colza-oil', 'vegan': 'yes', 'percent_max': 12.307692307692307, 'vegetarian': 'yes'}]",12.307692307692307,0.0,huile végétale de colza,"{'fruits-vegetables-nuts-estimate-from-ingredients_100g': 60, 'fat': 2.1, 'carbon-footprint-from-known-ingredients_product': 204, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_100g': 30, 'proteins_unit': 'g', 'carbohydrates_100g': 5.6, 'energy-kcal_value': 46.4, 'proteins': 1.2, 'energy_value': 46.4, 'energy-kcal_100g': 46.4, 'energy-kcal': 46.4, 'energy_100g': 194, 'energy-kcal_unit': 'kcal', 'proteins_value': 1.2, 'carbohydrates_value': 5.6, 'fat_value': 2.1, 'energy': 194, 'fat_unit': 'g', 'nova-group_serving': 3, 'carbohydrates_unit': 'g', 'nova-group_100g': 3, 'fat_100g': 2.1, 'carbohydrates': 5.6, 'nova-group': 3, 'proteins_100g': 1.2}",194.0,46.4,,2.1,5.6,,60.0,1.2,,,,,3.0,1.0,20120622
429,2027,3272640001670,AUT_MQ,AUT_MQ | LEGUMES | NAPOLITAIN | POT | NON_BIO,LEGUMES,NAPOLITAIN,NON_BIO,GF,780,POT,1CT,STD,0.0,148.5,3272640001670,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_NAPOLITAIN_1CT_780G_*_NON_BIO,2027,SAUCES_POUR_FECULENTS,1,3272640001670,Saucede napolitaine,Saucede napolitaine,,,,,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0.0,0.0,[],0.0,0.0,,"{'saturated-fat_100g': 0, 'carbohydrates_unit': '', 'sodium_unit': 'g', 'saturated-fat': 0, 'carbohydrates': 7.4, 'proteins_100g': 1.4, 'fat_100g': 1.1, 'saturated-fat_value': 0, 'saturated-fat_unit': '', 'carbohydrates_100g': 7.4, 'proteins_unit': '', 'energy_value': 47, 'proteins': 1.4, 'fat': 1.1, 'sodium_value': 0.48, 'salt_100g': 1.2, 'energy_unit': 'kcal', 'fat_value': 1.1, 'carbohydrates_value': 7.4, 'proteins_value': 1.4, 'energy-kcal_unit': 'kcal', 'sugars': 4.5, 'salt_value': 1.2, 'fat_unit': '', 'energy-kcal_100g': 47, 'sugars_unit': '', 'sugars_100g': 4.5, 'salt_unit': '', 'sodium_100g': 0.48, 'energy-kcal_value': 47, 'energy-kcal': 47, 'energy_100g': 197, 'sugars_value': 4.5, 'energy': 197, 'sodium': 0.48, 'salt': 1.2}",197.0,47.0,0.0,1.1,7.4,4.5,,1.4,0.48,1.2,,,,1.0,20150316
430,2028,3524670030619,AUT_MQ,AUT_MQ | LEGUMES | NATURE | POT | NON_BIO,LEGUMES,NATURE,NON_BIO,GF,560,POT,1CT,STD,62214.0,59551.5,3524670030619,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_NATURE_1CT_560G_*_NON_BIO,2028,SAUCES_POUR_FECULENTS,1,3524670030619,"Gotxoki, Tomate frito, le bocal de","Gotxoki, Tomate frito, le bocal de",Gotxoki,['gotxoki'],['gotxoki'],,,['en:france'],[],,,['en:france'],"Epicerie, Sauces, Sauces tomate, Sauce tomates frites",{},Fat and sauces,Dressings and sauces,en:fried-tomato-sauces,20150316.jqm2,7.0,", ail, oignon, acidc citriqs2 ccntcnancc cubique : 5C0 c,ce do ptC(ércncc avar,tl Il *","['ail', 'oignon', 'acidc citriqs2 ccntcnancc cubique', 'ce do ptC', 'ércncc avar', 'tl Il', '5C0 c']",[],0.0,0.0,[],0.0,0.0,,"{'fiber_100g': 1.1, 'salt_unit': 'g', 'sugars_100g': 6.6, 'sugars_unit': 'g', 'energy': 340, 'sugars_value': 6.6, 'fiber': 1.1, 'fiber_unit': 'g', 'energy-kcal': 81.3, 'energy_100g': 340, 'salt': 0.41, 'sodium': 0.16399999999999998, 'energy-kcal_value': 81.3, 'sodium_100g': 0.16399999999999998, 'nutrition-score-fr': 6, 'proteins_100g': 1, 'carbohydrates': 8.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 4.6, 'nutrition-score-fr_100g': 6, 'fat_100g': 8.1, 'sodium_unit': 'g', 'saturated-fat_100g': 4.6, 'carbohydrates_unit': 'g', 'saturated-fat': 4.6, 'nutrition-score-fr_serving': 6, 'fat_unit': 'g', 'salt_value': 0.41, 'energy-kcal_unit': 'kcal', 'sugars': 6.6, 'fat_value': 8.1, 'carbohydrates_value': 8.5, 'proteins_value': 1, 'energy-kcal_100g': 81.3, 'fiber_value': 1.1, 'proteins': 1, 'energy_value': 81.3, 'proteins_unit': 'g', 'carbohydrates_100g': 8.5, 'energy_unit': 'kcal', 'salt_100g': 0.41, 'sodium_value': 0.16399999999999998, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 16.666666666666668, 'fat': 8.1}",340.0,81.3,4.6,8.1,8.5,6.6,16.666666666666668,1.0,0.16399999999999998,0.41,6.0,1.1,,1.0,20150316
431,2029,3700068142564,AUT_MQ,AUT_MQ | LEGUMES | NATURE | POT | NON_BIO,LEGUMES,NATURE,NON_BIO,GF,560,POT,1CT,STD,13177.4,14664.3,3700068142564,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_NATURE_1CT_560G_*_NON_BIO,2029,SAUCES_POUR_FECULENTS,1,3700068142564,Tomate Frito,Tomate Frito,Esmeralda,['esmeralda'],['esmeralda'],,,['en:france'],[],,,['en:france'],"Epicerie, Sauces, Sauces tomate, Sauce tomates frites",{},Fat and sauces,Dressings and sauces,en:fried-tomato-sauces,20150316.jqm2,,,[],[],0.0,0.0,[],0.0,0.0,,"{'salt_unit': 'g', 'sugars_100g': 4, 'sugars_unit': 'g', 'salt': 0.8, 'sodium': 0.32, 'sugars_value': 4, 'energy': 368, 'energy-kcal': 88, 'energy_100g': 368, 'sodium_100g': 0.32, 'energy-kcal_value': 88, 'nutrition-score-fr': 4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.6, 'nutrition-score-fr_100g': 4, 'fat_100g': 6.4, 'proteins_100g': 1.5, 'carbohydrates': 5.2, 'saturated-fat': 0.6, 'nutrition-score-fr_serving': 4, 'sodium_unit': 'g', 'saturated-fat_100g': 0.6, 'carbohydrates_unit': 'g', 'energy-kcal_100g': 88, 'fat_unit': 'g', 'salt_value': 0.8, 'sugars': 4, 'energy-kcal_unit': 'kcal', 'carbohydrates_value': 5.2, 'fat_value': 6.4, 'proteins_value': 1.5, 'energy_unit': 'kcal', 'sodium_value': 0.32, 'salt_100g': 0.8, 'fat': 6.4, 'proteins': 1.5, 'energy_value': 88, 'proteins_unit': 'g', 'carbohydrates_100g': 5.2}",368.0,88.0,0.6,6.4,5.2,4.0,,1.5,0.32,0.8,4.0,,,1.0,20150316
432,2030,8411026031008,AUT_MQ,AUT_MQ | LEGUMES | NATURE | POT | NON_BIO,LEGUMES,NATURE,NON_BIO,GF,660,POT,1CT,STD,250.0,574.9,8411026031008,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_NATURE_1CT_660G_*_NON_BIO,2030,SAUCES_POUR_FECULENTS,1,8411026031008,,Gaspacho Sans Colorant Ni Conservateur,Ferrer,['ferrer'],['ferrer'],,,"['en:france', 'en:netherlands']",[],,France,"['en:france', 'en:netherlands']","Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Voedsel op basis van fruit en groenten, Kant-en-klaar maaltijden, Soepen, Groentesoepen, Koude soepen, Gazpachos","{'ciqual_food_name:en': 'Soup, gazpacho, cold', 'ciqual_food_name:fr': 'Soupe froide type Gaspacho ou Gazpacho'}",Fruits and vegetables,Soups,en:gazpacho,20150316.jqm2,,,[],[],0.0,0.0,[],0.0,0.0,,"{'nutrition-score-fr_serving': 3, 'saturated-fat': 0.4, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0.4, 'sodium_unit': 'g', 'fat_100g': 2.4, 'nutrition-score-fr_100g': 3, 'saturated-fat_value': 0.4, 'saturated-fat_unit': 'g', 'carbohydrates': 2.6, 'fruits-vegetables-nuts': 33, 'proteins_100g': 0.6, 'fat': 2.4, 'sodium_value': 0.35, 'salt_100g': 0.875, 'energy_unit': 'kcal', 'carbohydrates_100g': 2.6, 'proteins_unit': 'g', 'energy_value': 34, 'proteins': 0.6, 'energy-kcal_100g': 34, 'fat_value': 2.4, 'proteins_value': 0.6, 'carbohydrates_value': 2.6, 'sugars': 1.8, 'energy-kcal_unit': 'kcal', 'salt_value': 0.875, 'fat_unit': 'g', 'sugars_unit': 'g', 'fruits-vegetables-nuts_unit': 'g', 'fruits-vegetables-nuts_100g': 33, 'salt_unit': 'g', 'sugars_100g': 1.8, 'nutrition-score-fr': 3, 'sodium_100g': 0.35, 'energy-kcal_value': 34, 'sodium': 0.35, 'fruits-vegetables-nuts_serving': 33, 'salt': 0.875, 'fruits-vegetables-nuts_value': 33, 'energy-kcal': 34, 'energy_100g': 142, 'sugars_value': 1.8, 'energy': 142}",142.0,34.0,0.4,2.4,2.6,1.8,,0.6,0.35,0.875,3.0,,,1.0,20150316
433,2031,8005121210101,AUT_MQ,AUT_MQ | LEGUMES | NATURE | POT | NON_BIO,LEGUMES,NATURE,NON_BIO,GF,680,POT,1CT,STD,62451.09999999999,61716.2,8005121210101,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_NATURE_1CT_680G_*_NON_BIO,2031,SAUCES_POUR_FECULENTS,1,8005121210101,Sos Divella Passata Pomid 680ML,Sos Divella Passata Pomid 680ML,Divella,['divella'],['divella'],,,['en:Francia  Spain'],,,,['en:francia-spain'],"Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20150316.jqm2,,,[],[],0.0,0.0,[],0.0,0.0,,"{'energy_value': 25, 'proteins': 1.6666666666667, 'carbohydrates_100g': 5, 'proteins_unit': 'g', 'salt_100g': 0.29166666666668, 'sodium_value': 0.116666666666672, 'energy_unit': 'kcal', 'fat': 0, 'salt_value': 0.29166666666668, 'fat_unit': 'g', 'carbohydrates_value': 5, 'proteins_value': 1.6666666666667, 'fat_value': 0, 'sugars': 5, 'energy-kcal_unit': 'kcal', 'energy-kcal_100g': 25, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0, 'saturated-fat': 0, 'proteins_100g': 1.6666666666667, 'carbohydrates': 5, 'saturated-fat_value': 0, 'saturated-fat_unit': 'g', 'fat_100g': 0, 'nutrition-score-fr_100g': 1, 'sodium_100g': 0.116666666666672, 'nutrition-score-fr': 1, 'energy-kcal_value': 25, 'sugars_value': 5, 'energy': 105, 'energy_100g': 105, 'energy-kcal': 25, 'salt': 0.29166666666668, 'sodium': 0.116666666666672, 'sugars_unit': 'g', 'salt_unit': 'g', 'sugars_100g': 5}",105.0,25.0,0.0,0.0,5.0,5.0,,1.6666666666667,0.11666666666667201,0.29166666666667995,1.0,,,1.0,20150316
434,2032,8001770063624,AUT_MQ,AUT_MQ | LEGUMES | PARMESAN | POT | NON_BIO,LEGUMES,PARMESAN,NON_BIO,GF,680,POT,1CT,STD,2101.5,5370.700000000002,8001770063624,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_PARMESAN_1CT_680G_*_NON_BIO,2032,SAUCES_POUR_FECULENTS,1,8001770063624,Sauce Parmesant,Sauce Parmesant,Di Vita,['di-vita'],['di-vita'],,,"['en:france', 'en:italy']",[],,,"['en:france', 'en:italy']",,{},unknown,unknown,,20150316.jqm2,10.0,"tomates italiennes 75%, fromage ';Parmi3iano Reqgiano OOP'; (lait de vaçhe, sel, crème, sel rotéines du lait, sucret ail, poivre noirt origan, citrique.","['tomates italiennes', 'fromage', 'Parmi3iano Reqgiano OOP', 'lait de vaçhe', 'sel', 'crème', 'sel rotéines du lait', 'sucret ail', 'poivre noirt origan', 'citrique']","[{'percent_min': 0, 'vegan': 'yes', 'percent_max': 7.407407407407409, 'rank': 5, 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]",7.407407407407409,0.0,[],0.0,0.0,,"{'proteins_unit': 'g', 'carbohydrates_100g': 3.7, 'proteins': 4.4, 'energy_value': 188, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fat': 17.2, 'energy_unit': 'kcal', 'salt_100g': 1.8, 'sodium_value': 0.72, 'sugars': 3.5, 'energy-kcal_unit': 'kcal', 'proteins_value': 4.4, 'carbohydrates_value': 3.7, 'fat_value': 17.2, 'fat_unit': 'g', 'salt_value': 1.8, 'fiber_value': 0.3, 'energy-kcal_100g': 188, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 6.9, 'sodium_unit': 'g', 'saturated-fat': 6.9, 'carbohydrates': 3.7, 'proteins_100g': 4.4, 'fat_100g': 17.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 6.9, 'sodium_100g': 0.72, 'energy-kcal_value': 188, 'energy-kcal': 188, 'energy_100g': 787, 'sugars_value': 3.5, 'energy': 787, 'fiber': 0.3, 'fiber_unit': 'g', 'sodium': 0.72, 'salt': 1.8, 'sugars_unit': 'g', 'fiber_100g': 0.3, 'salt_unit': 'g', 'sugars_100g': 3.5}",787.0,188.0,6.9,17.2,3.7,3.5,0.0,4.4,0.72,1.8,,0.3,,1.0,20150316
435,2033,3760075091231,AUT_MQ,AUT_MQ | LEGUMES | PROVENCALE | POT | NON_BIO,LEGUMES,PROVENCALE,NON_BIO,GF,580,POT,1CT,STD,4.9,143.60000000000005,3760075091231,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_LEGUMES_GF_PROVENCALE_1CT_580G_*_NON_BIO,2033,SAUCES_POUR_FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
