,EAN13,product_name_fr,product_name,brands,brands_tags_str,brands_tags,serving_size,serving_quantity,countries_hierarchy,cities_tags,manufacturing_places,purchase_places,countries_tags,categories,category_properties,pnns_groups_1,pnns_groups_2,compared_to_category,interface_version_modified,ingredients_n,ingredients_text,ingredients,salt_content,max_salt_content,min_salt_content,oil_content,max_oil_content,min_oil_content,oil_type,nutriments,energy_100g,energy_kcal_100g,saturated_fat_100g,fat_100g,carbohydrates_100g,sugars_100g,fruits_vegetables_nuts_estimate_from_ingredients_100g,proteins_100g,sodium_100g,salt_100g,nutrition_score_fr_100g,fiber_100g,nova_group_100g
186,3038359007736,Bolognaise pur boeuf,Bolognaise pur boeuf,Panzani,['panzani'],['panzani'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,,,0,0,,0,0,,"{'energy-kcal_value': 66, 'sodium_100g': 0.44000000000000006, 'energy': 276, 'sugars_value': 5.5, 'energy-kcal': 66, 'energy_100g': 276, 'salt': 1.1, 'sodium': 0.44000000000000006, 'sugars_unit': '', 'sugars_100g': 5.5, 'salt_unit': '', 'proteins': 4.9, 'energy_value': 66, 'proteins_unit': '', 'carbohydrates_100g': 6.4, 'energy_unit': 'kcal', 'salt_100g': 1.1, 'sodium_value': 0.44000000000000006, 'fat': 1.9, 'fat_unit': '', 'salt_value': 1.1, 'energy-kcal_unit': 'kcal', 'sugars': 5.5, 'fat_value': 1.9, 'proteins_value': 4.9, 'carbohydrates_value': 6.4, 'energy-kcal_100g': 66, 'sodium_unit': 'g', 'saturated-fat_100g': 0.7, 'carbohydrates_unit': '', 'saturated-fat': 0.7, 'proteins_100g': 4.9, 'carbohydrates': 6.4, 'saturated-fat_unit': '', 'saturated-fat_value': 0.7, 'fat_100g': 1.9}",276.0,66.0,0.7,1.9,6.4,5.5,,4.9,0.44000000000000006,1.1,,,
187,3038359008481,Sauce tomate BIO,Sauce tomate BIO,Panzani,['panzani'],['panzani'],,,['en:france'],,,,['en:france'],"Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20150316.jqm2,,,[],[],0,0,[],0,0,,"{'nutrition-score-fr': 13, 'energy-kcal_value': 139, 'sodium_100g': 1.16, 'energy-kcal': 139, 'energy_100g': 582, 'sugars_value': 9.1, 'energy': 582, 'sodium': 1.16, 'salt': 2.9, 'sugars_unit': '', 'sugars_100g': 9.1, 'salt_unit': '', 'carbohydrates_100g': 14, 'proteins_unit': '', 'energy_value': 139, 'proteins': 2.9, 'fat': 7.5, 'salt_100g': 2.9, 'sodium_value': 1.16, 'energy_unit': 'kcal', 'fat_value': 7.5, 'proteins_value': 2.9, 'carbohydrates_value': 14, 'energy-kcal_unit': 'kcal', 'sugars': 9.1, 'salt_value': 2.9, 'fat_unit': '', 'energy-kcal_100g': 139, 'saturated-fat_100g': 0.6, 'carbohydrates_unit': '', 'sodium_unit': 'g', 'nutrition-score-fr_serving': 13, 'saturated-fat': 0.6, 'carbohydrates': 14, 'proteins_100g': 2.9, 'fat_100g': 7.5, 'nutrition-score-fr_100g': 13, 'saturated-fat_value': 0.6, 'saturated-fat_unit': ''}",582.0,139.0,0.6,7.5,14.0,9.1,,2.9,1.16,2.9,13.0,,
188,3038359008498,Sauce tomate façon pizza,Sauce tomate façon pizza,Panzani,['panzani'],['panzani'],,,['en:france'],[],,France,['en:france'],"Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20150316.jqm2,16,"Concentré de tomate 37 %, eau, légumes 10 % (oignons, carottes), huile de colza, farine de BLE, sucre, sel, arômes, origan 0,75%, fromage Edam (LAIT, colorant: rocou), jus de citron concentré.","['Concentré de tomate', 'eau', 'légumes', 'huile de colza', 'farine de BLE', 'sucre', 'sel', 'arômes', 'origan', 'fromage Edam', 'jus de citron concentré', 'oignons', 'carottes', 'LAIT', 'colorant', 'rocou']","[{'id': 'en:salt', 'text': 'sel', 'percent_min': '0.75', 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 7, 'percent_max': 9.87857142857143}]",9.87857142857143,0.75,"[{'from_palm_oil': 'no', 'percent_min': 2, 'rank': 4, 'text': 'huile de colza', 'id': 'en:colza-oil', 'percent_max': '10', 'vegan': 'yes', 'vegetarian': 'yes'}]",10,2,huile de colza,"{'sugars_100g': 10, 'salt_unit': 'g', 'nova-group_100g': 4, 'nova-group': 4, 'fiber_100g': 1.7, 'sugars_unit': 'g', 'salt': 2.9, 'sodium': 1.16, 'sugars_value': 10, 'energy': 607, 'fiber': 1.7, 'fiber_unit': 'g', 'energy_100g': 607, 'energy-kcal': 145, 'carbon-footprint-from-known-ingredients_100g': 110.3, 'nutrition-score-fr': 11, 'energy-kcal_value': 145, 'sodium_100g': 1.16, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.7, 'nutrition-score-fr_100g': 11, 'fat_100g': 8, 'proteins_100g': 2.9, 'carbohydrates': 14.5, 'saturated-fat': 0.7, 'nutrition-score-fr_serving': 11, 'sodium_unit': 'g', 'saturated-fat_100g': 0.7, 'carbohydrates_unit': 'g', 'energy-kcal_100g': 145, 'fiber_value': 1.7, 'fat_unit': 'g', 'nova-group_serving': 4, 'salt_value': 2.9, 'energy-kcal_unit': 'kcal', 'sugars': 10, 'carbohydrates_value': 14.5, 'proteins_value': 2.9, 'fat_value': 8, 'carbon-footprint-from-known-ingredients_product': 199, 'energy_unit': 'kcal', 'sodium_value': 1.16, 'salt_100g': 2.9, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 49, 'fat': 8, 'proteins': 2.9, 'energy_value': 145, 'proteins_unit': 'g', 'carbohydrates_100g': 14.5}",607.0,145.0,0.7,8.0,14.5,10.0,49.0,2.9,1.16,2.9,11.0,1.7,4.0
189,3038359008603,Sauce Tomate,Sauce Tomate,Panzani,['panzani'],['panzani'],,,['en:france'],[],,,['en:france'],"Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20150316.jqm2,14,"Concentré de tomates 38%, eau, légumes 10% (oignons, carottes), huile de colza, farine de BLÉ, sel, sucre, fromage Edam (LAIT), arôme naturel d'épices et aromates, jus de citron,","['Concentré de tomates', 'eau', 'légumes', 'huile de colza', 'farine de BLÉ', 'sel', 'sucre', 'fromage Edam', ""arôme naturel d'épices"", 'aromates', 'jus de citron', 'oignons', 'carottes', 'LAIT']","[{'vegetarian': 'yes', 'rank': 6, 'vegan': 'yes', 'percent_max': '10', 'percent_min': 0, 'id': 'en:salt', 'text': 'sel'}]",10,0,"[{'id': 'en:colza-oil', 'text': 'huile de colza', 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': '10', 'from_palm_oil': 'no', 'percent_min': 1.75, 'rank': 4}]",10,1.75,huile de colza,"{'salt': 2.9, 'sodium': 1.16, 'energy': 582, 'sugars_value': 9.1, 'fiber': 1.7, 'fiber_unit': 'g', 'energy-kcal': 139, 'energy_100g': 582, 'carbon-footprint-from-known-ingredients_100g': 22, 'nutrition-score-fr': 11, 'sodium_100g': 1.16, 'energy-kcal_value': 139, 'sugars_100g': 9.1, 'salt_unit': 'g', 'nova-group_100g': 4, 'nova-group': 4, 'fiber_100g': 1.7, 'sugars_unit': 'g', 'energy-kcal_100g': 139, 'fiber_value': 1.7, 'fat_unit': 'g', 'salt_value': 2.9, 'nova-group_serving': 4, 'sugars': 9.1, 'energy-kcal_unit': 'kcal', 'fat_value': 7.5, 'carbohydrates_value': 14, 'proteins_value': 2.9, 'energy_unit': 'kcal', 'salt_100g': 2.9, 'sodium_value': 1.16, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 49.75, 'fat': 7.5, 'proteins': 2.9, 'energy_value': 139, 'proteins_unit': 'g', 'carbohydrates_100g': 14, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.6, 'nutrition-score-fr_100g': 11, 'fat_100g': 7.5, 'proteins_100g': 2.9, 'carbohydrates': 14, 'saturated-fat': 0.6, 'sodium_unit': 'g', 'saturated-fat_100g': 0.6, 'carbohydrates_unit': 'g'}",582.0,139.0,0.6,7.5,14.0,9.1,49.75,2.9,1.16,2.9,11.0,1.7,4.0
190,3038359008962,Sauce Bolognaise,Sauce Bolognaise,Panzani,['panzani'],['panzani'],,,['en:france'],[],,France,['en:france'],"Epicerie, Produits à la viande, Sauces, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","{'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée', 'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked'}",Fat and sauces,Dressings and sauces,en:bolognese-sauces,20150316.jqm2,18,"Pulpe de tomates et concentré de tomates (56 A), viande 16,5 % (boeuf 8,5 %, porc 8%), eau, légumes 9 % (carottes, oignons 3%), sel, suare, amidon transformé de mais, persil, huile de tournesol, arômes, ail. Pour 4 personnes 102524 12-18 325714 CONSERVATION (","['Pulpe de tomates', 'concentré de tomates', 'viande', 'eau', 'légumes', 'sel', 'suare', 'amidon transformé de mais', 'persil', 'huile de tournesol', 'arômes', 'ail', 'Pour 4 personnes 102524 12-18 325714 CONSERVATION', '56 A', 'boeuf', 'porc', 'carottes', 'oignons']","[{'text': 'sel', 'id': 'en:salt', 'percent_min': 0, 'percent_max': '9', 'vegan': 'yes', 'rank': 6, 'vegetarian': 'yes'}]",9,0,"[{'vegan': 'yes', 'percent_max': 6.125, 'vegetarian': 'yes', 'text': 'huile de tournesol', 'id': 'en:sunflower-oil', 'percent_min': 0, 'from_palm_oil': 'no', 'rank': 10}]",6.125,0,huile de tournesol,"{'nova-group_serving': 4, 'salt_value': 1.1000000238419, 'fat_unit': 'g', 'proteins_value': 4.6999998092651, 'fat_value': 2.9000000953674, 'carbohydrates_value': 6.5, 'energy-kcal_unit': 'kcal', 'sugars': 5.5999999046326, 'energy-kcal_100g': 74, 'energy_value': 74, 'proteins': 4.6999998092651, 'carbohydrates_100g': 6.5, 'proteins_unit': 'g', 'salt_100g': 1.1000000238419, 'sodium_value': 0.44000000953676005, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 19.1, 'fat': 2.9000000953674, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 42, 'proteins_100g': 4.6999998092651, 'carbohydrates': 6.5, 'saturated-fat_value': 1, 'saturated-fat_unit': 'g', 'fat_100g': 2.9000000953674, 'nutrition-score-fr_100g': 2, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 1, 'saturated-fat': 1, 'sugars_value': 5.5999999046326, 'energy': 310, 'energy-kcal': 74, 'energy_100g': 310, 'salt': 1.1000000238419, 'sodium': 0.44000000953676005, 'energy-kcal_value': 74, 'nutrition-score-fr': 2, 'sodium_100g': 0.44000000953676005, 'carbon-footprint-from-known-ingredients_100g': 4.5, 'nova-group': 4, 'salt_unit': 'g', 'sugars_100g': 5.5999999046326, 'nova-group_100g': 4, 'sugars_unit': 'g'}",310.0,74.0,1.0,2.9000000953674,6.5,5.5999999046326,42.0,4.6999998092651,0.44000000953676005,1.1000000238419,2.0,,4.0
191,3038359009204,Pesto gusto,Pesto gusto,Panzani,['panzani'],['panzani'],60 g,60,['en:france'],[],,France,['en:france'],"Epicerie, Sauces, Sauces Pesto, Pestos au basilic","{'ciqual_food_name:en': 'Sauce, pesto, prepacked', 'ciqual_food_name:fr': 'Sauce pesto, préemballée'}",Fat and sauces,Dressings and sauces,en:green-pestos,20190830,21,"Basilic 52%, huile de tournesol 19%, fromages (parmigiano reggiano (LAIT) 5%, pecorino romano (LAIT), pignons s entiers 5%, huile d'olive, fibre de pois, eau, sel, sucre, acidifiants: acide lactique et acide citrique, arôme naturel de basilic, arôme naturel, purée d'ail, antioxydant: acide ascorbique. Peut contenir fruits à coque, poisson, oeuf, soja, gluten, céleri","['Basilic', 'huile de tournesol', 'fromages', 'parmigiano reggiano', 'pecorino romano', 'pignons s entiers', ""huile d'olive"", 'fibre de pois', 'eau', 'sel', 'sucre', 'acidifiants', 'arôme naturel de basilic', 'arôme naturel', ""purée d'ail"", 'antioxydant', 'LAIT', 'LAIT', 'acide lactique', 'acide citrique', 'acide ascorbique']","[{'vegetarian': 'yes', 'vegan': 'yes', 'rank': 10, 'percent_max': 1.75, 'percent_min': 0, 'id': 'en:salt', 'text': 'sel'}]",1.75,0,"[{'id': 'en:sunflower-oil', 'text': 'huile de tournesol', 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': '19', 'percent': '19', 'percent_min': '19', 'from_palm_oil': 'no', 'rank': 2}, {'percent_max': 2.8, 'vegan': 'yes', 'vegetarian': 'yes', 'text': ""huile d'olive"", 'id': 'en:olive-oil', 'percent_min': 0, 'from_palm_oil': 'no', 'rank': 7}]",19,19,huile de tournesol,"{'fiber_value': 5.3, 'energy-kcal_100g': 281, 'energy-kcal_unit': 'kcal', 'sugars': 1.6, 'carbohydrates_value': 6.7, 'fat_value': 25, 'proteins_value': 4.7, 'fat_unit': 'g', 'salt_value': 2.3, 'nova-group_serving': 4, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'energy-kcal_serving': 169, 'fat': 25, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 59.3, 'carbohydrates_serving': 4.02, 'salt_100g': 2.3, 'sodium_value': 0.9199999999999999, 'proteins_unit': 'g', 'salt_serving': 1.38, 'sodium_serving': 0.552, 'carbohydrates_100g': 6.7, 'proteins': 4.7, 'energy_value': 281, 'nutrition-score-fr_100g': 11, 'fat_100g': 25, 'saturated-fat_unit': 'g', 'saturated-fat_value': 4, 'carbohydrates': 6.7, 'proteins_100g': 4.7, 'nutrition-score-fr_serving': 11, 'saturated-fat': 4, 'saturated-fat_100g': 4, 'carbohydrates_unit': 'g', 'sodium_unit': 'g', 'sugars_serving': 0.96, 'proteins_serving': 2.82, 'sodium': 0.9199999999999999, 'salt': 2.3, 'energy-kcal': 281, 'energy_100g': 1176, 'energy': 1176, 'sugars_value': 1.6, 'fiber_unit': 'g', 'fiber': 5.3, 'carbon-footprint-from-known-ingredients_100g': 49.4, 'sodium_100g': 0.9199999999999999, 'energy-kcal_value': 281, 'nutrition-score-fr': 11, 'nova-group_100g': 4, 'salt_unit': 'g', 'sugars_100g': 1.6, 'saturated-fat_serving': 2.4, 'fiber_100g': 5.3, 'fat_serving': 15, 'nova-group': 4, 'fiber_serving': 3.18, 'energy_serving': 706, 'carbon-footprint-from-known-ingredients_serving': 29.6, 'sugars_unit': 'g'}",1176.0,281.0,4.0,25.0,6.7,1.6,0.0,4.7,0.9199999999999999,2.3,11.0,5.3,4.0
192,3038359009211,Pesto Gusto Tomates & Noix de Cajou,Pesto Gusto Tomates & Noix de Cajou,Panzani,['panzani'],['panzani'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,,,0,0,,0,0,,"{'sugars_unit': 'g', 'salt_unit': 'g', 'sugars_100g': 12, 'sodium_100g': 0.76, 'energy-kcal_value': 377, 'sugars_value': 12, 'energy': 1577, 'energy_100g': 1577, 'energy-kcal': 377, 'salt': 1.9, 'sodium': 0.76, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 4.2, 'saturated-fat': 4.2, 'proteins_100g': 4.7, 'carbohydrates': 16, 'saturated-fat_unit': 'g', 'saturated-fat_value': 4.2, 'fat_100g': 32, 'proteins': 4.7, 'energy_value': 377, 'proteins_unit': 'g', 'carbohydrates_100g': 16, 'energy_unit': 'kcal', 'sodium_value': 0.76, 'salt_100g': 1.9, 'fat': 32, 'fat_unit': 'g', 'salt_value': 1.9, 'sugars': 12, 'energy-kcal_unit': 'kcal', 'proteins_value': 4.7, 'fat_value': 32, 'carbohydrates_value': 16, 'energy-kcal_100g': 377}",1577.0,377.0,4.2,32.0,16.0,12.0,,4.7,0.76,1.9,,,
193,3038359009235,Sauce tomate et ricotta cremeuse qualité fraîchement cuisinée,Sauce tomate et ricotta cremeuse qualité fraîchement cuisinée,Panzani,['panzani'],['panzani'],,,['en:france'],,,,['en:france'],"Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20150316.jqm2,,,,,0,0,,0,0,,"{'saturated-fat': 0.7, 'nutrition-score-fr_serving': 5, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0.7, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.7, 'nutrition-score-fr_100g': 5, 'fat_100g': 6, 'proteins_100g': 1.7, 'carbohydrates': 6.5, 'energy_unit': 'kcal', 'salt_100g': 1.1, 'sodium_value': 0.44000000000000006, 'fat': 6, 'proteins': 1.7, 'energy_value': 94, 'proteins_unit': 'g', 'carbohydrates_100g': 6.5, 'energy-kcal_100g': 94, 'fat_unit': 'g', 'salt_value': 1.1, 'sugars': 6.2, 'energy-kcal_unit': 'kcal', 'fat_value': 6, 'proteins_value': 1.7, 'carbohydrates_value': 6.5, 'sugars_unit': 'g', 'salt_unit': 'g', 'sugars_100g': 6.2, 'energy-kcal_value': 94, 'sodium_100g': 0.44000000000000006, 'nutrition-score-fr': 5, 'salt': 1.1, 'sodium': 0.44000000000000006, 'sugars_value': 6.2, 'energy': 393, 'energy_100g': 393, 'energy-kcal': 94}",393.0,94.0,0.7,6.0,6.5,6.2,,1.7,0.44000000000000006,1.1,5.0,,
194,3051030004992,690G Sauce Tomate / Huile Olive,690G Sauce Tomate / Huile Olive,Caserta,['caserta'],['caserta'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,8,"Pulpe de tomates (82%) concentré de tomates (11.6 %), huile d'olive (4 %), sel, oignon 1 % , sucre, arômes naturels, basilic 0.04%","['Pulpe de tomates', 'concentré de tomates', ""huile d'olive"", 'sel', 'oignon', 'sucre', 'arômes naturels', 'basilic']","[{'vegan': 'yes', 'rank': 4, 'percent_max': 2.4000000000000057, 'vegetarian': 'yes', 'percent_min': '1', 'text': 'sel', 'id': 'en:salt'}]",2.4000000000000057,1,"[{'percent_max': '4', 'vegan': 'yes', 'vegetarian': 'yes', 'text': ""huile d'olive"", 'id': 'en:olive-oil', 'percent_min': '4', 'from_palm_oil': 'no', 'rank': 3, 'percent': '4'}]",4,4,huile d'olive,"{'energy': 293, 'sugars_value': 4, 'fiber': 1.5, 'fiber_unit': '', 'energy_100g': 293, 'energy-kcal': 70, 'salt': 1, 'sodium': 0.4, 'energy-kcal_value': 70, 'sodium_100g': 0.4, 'carbon-footprint-from-known-ingredients_100g': 159.44, 'nova-group': 4, 'fiber_100g': 1.5, 'salt_unit': '', 'sugars_100g': 4, 'nova-group_100g': 4, 'sugars_unit': '', 'fat_unit': '', 'salt_value': 1, 'nova-group_serving': 4, 'energy-kcal_unit': 'kcal', 'sugars': 4, 'proteins_value': 1.6, 'carbohydrates_value': 5.5, 'fat_value': 4.3, 'energy-kcal_100g': 70, 'fiber_value': 1.5, 'proteins': 1.6, 'energy_value': 70, 'proteins_unit': '', 'carbohydrates_100g': 5.5, 'energy_unit': 'kcal', 'sodium_value': 0.4, 'salt_100g': 1, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 98.6, 'fat': 4.3, 'proteins_100g': 1.6, 'carbohydrates': 5.5, 'saturated-fat_unit': '', 'saturated-fat_value': 0.5, 'fat_100g': 4.3, 'sodium_unit': 'g', 'saturated-fat_100g': 0.5, 'carbohydrates_unit': '', 'saturated-fat': 0.5}",293.0,70.0,0.5,4.3,5.5,4.0,98.6,1.6,0.4,1.0,,1.5,4.0
195,3051030036153,Sauce tomate basilic,Sauce tomate basilic,,nan,,,,['en:france'],,,,['en:france'],"Epicerie, Sauces, Sauces tomate, Sauces tomates au basilic",{},Fat and sauces,Dressings and sauces,fr:sauces-tomates-au-basilic,20150316.jqm2,,,[],[],0,0,[],0,0,,"{'nutrition-score-fr': 1, 'energy-kcal_value': 39, 'sodium_100g': 0.2, 'sodium': 0.2, 'salt': 0.5, 'energy_100g': 163, 'energy-kcal': 39, 'energy': 163, 'sugars_value': 3, 'sugars_unit': '', 'salt_unit': '', 'sugars_100g': 3, 'fat': 1.9, 'salt_100g': 0.5, 'sodium_value': 0.2, 'energy_unit': 'kcal', 'carbohydrates_100g': 3, 'proteins_unit': '', 'energy_value': 39, 'proteins': 2, 'energy-kcal_100g': 39, 'carbohydrates_value': 3, 'fat_value': 1.9, 'proteins_value': 2, 'energy-kcal_unit': 'kcal', 'sugars': 3, 'salt_value': 0.5, 'fat_unit': '', 'nutrition-score-fr_serving': 1, 'saturated-fat': 0.2, 'carbohydrates_unit': '', 'saturated-fat_100g': 0.2, 'sodium_unit': 'g', 'fat_100g': 1.9, 'nutrition-score-fr_100g': 1, 'saturated-fat_value': 0.2, 'saturated-fat_unit': '', 'carbohydrates': 3, 'proteins_100g': 2}",163.0,39.0,0.2,1.9,3.0,3.0,,2.0,0.2,0.5,1.0,,
196,3051030036160,"Sauce Primavera, 370 Millilitres, Marque Caserta","Sauce Primavera, 370 Millilitres, Marque Caserta",Caserta,['caserta'],['caserta'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0,0,[],0,0,,"{'sodium_100g': 0.2, 'energy-kcal_value': 85, 'energy-kcal': 85, 'energy_100g': 356, 'energy': 356, 'sugars_value': 4.8, 'fiber': 5, 'fiber_unit': '', 'sodium': 0.2, 'salt': 0.5, 'sugars_unit': '', 'fiber_100g': 5, 'salt_unit': '', 'sugars_100g': 4.8, 'proteins_unit': '', 'carbohydrates_100g': 9.6, 'proteins': 1.6, 'energy_value': 85, 'fat': 2, 'energy_unit': 'kcal', 'salt_100g': 0.5, 'sodium_value': 0.2, 'sugars': 4.8, 'energy-kcal_unit': 'kcal', 'carbohydrates_value': 9.6, 'fat_value': 2, 'proteins_value': 1.6, 'fat_unit': '', 'salt_value': 0.5, 'fiber_value': 5, 'energy-kcal_100g': 85, 'saturated-fat_100g': 0.2, 'carbohydrates_unit': '', 'sodium_unit': 'g', 'saturated-fat': 0.2, 'carbohydrates': 9.6, 'proteins_100g': 1.6, 'fat_100g': 2, 'saturated-fat_unit': '', 'saturated-fat_value': 0.2}",356.0,85.0,0.2,2.0,9.6,4.8,,1.6,0.2,0.5,,5.0,
197,3051030037570,Sauce napolitaine,Sauce napolitaine,,[],[],,,['en:france'],[],,,['en:france'],"Epicerie, Sauces, Sauces tomate, Sauces napolitaines",{},Fat and sauces,Dressings and sauces,en:neapolitan-sauces,20190830,7,"Pulpe de tomates (88%), oignons (10%), huile de tournesol, huile d'olive vierge extra, carottes, basilic, sel","['Pulpe de tomates', 'oignons', 'huile de tournesol', ""huile d'olive vierge extra"", 'carottes', 'basilic', 'sel']","[{'percent_max': 0.39999999999999886, 'vegan': 'yes', 'rank': 7, 'vegetarian': 'yes', 'percent_min': 0, 'text': 'sel', 'id': 'en:salt'}]",0.39999999999999886,0,"[{'text': 'huile de tournesol', 'id': 'en:sunflower-oil', 'percent_max': 2, 'vegan': 'yes', 'vegetarian': 'yes', 'percent_min': 0.4, 'from_palm_oil': 'no', 'rank': 3}]",2,0.4,huile de tournesol,"{'saturated-fat': 0.3, 'nutrition-score-fr_serving': -3, 'sodium_unit': 'g', 'saturated-fat_100g': 0.3, 'carbohydrates_unit': 'g', 'saturated-fat_value': 0.3, 'saturated-fat_unit': 'g', 'fat_100g': 2.4, 'nutrition-score-fr_100g': -3, 'proteins_100g': 1.3, 'carbohydrates': 3.4, 'sodium_value': 0.2, 'salt_100g': 0.5, 'carbon-footprint-from-known-ingredients_product': 452, 'energy_unit': 'kcal', 'fat': 2.4, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 98, 'energy_value': 47, 'proteins': 1.3, 'carbohydrates_100g': 3.4, 'proteins_unit': 'g', 'energy-kcal_100g': 47, 'salt_value': 0.5, 'nova-group_serving': 3, 'fat_unit': 'g', 'carbohydrates_value': 3.4, 'fat_value': 2.4, 'proteins_value': 1.3, 'energy-kcal_unit': 'kcal', 'sugars': 3.1, 'sugars_unit': 'g', 'sugars_100g': 3.1, 'salt_unit': 'g', 'nova-group_100g': 3, 'nova-group': 3, 'carbon-footprint-from-known-ingredients_100g': 129.2, 'energy-kcal_value': 47, 'sodium_100g': 0.2, 'nutrition-score-fr': -3, 'salt': 0.5, 'sodium': 0.2, 'energy': 197, 'sugars_value': 3.1, 'energy-kcal': 47, 'energy_100g': 197}",197.0,47.0,0.3,2.4,3.4,3.1,98.0,1.3,0.2,0.5,-3.0,,3.0
198,3051030037587,350G Sauce Bruschetta,350G Sauce Bruschetta,,nan,,,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0,0,[],0,0,,"{'sugars_100g': 6.6, 'salt_unit': '', 'sugars_unit': '', 'sugars_value': 6.6, 'energy': 297, 'energy-kcal': 71, 'energy_100g': 297, 'salt': 0.8, 'sodium': 0.32, 'sodium_100g': 0.32, 'energy-kcal_value': 71, 'proteins_100g': 1.6, 'carbohydrates': 6.6, 'saturated-fat_unit': '', 'saturated-fat_value': 0.6, 'fat_100g': 3.1, 'sodium_unit': 'g', 'carbohydrates_unit': '', 'saturated-fat_100g': 0.6, 'saturated-fat': 0.6, 'fat_unit': '', 'salt_value': 0.8, 'sugars': 6.6, 'energy-kcal_unit': 'kcal', 'proteins_value': 1.6, 'carbohydrates_value': 6.6, 'fat_value': 3.1, 'energy-kcal_100g': 71, 'proteins': 1.6, 'energy_value': 71, 'proteins_unit': '', 'carbohydrates_100g': 6.6, 'energy_unit': 'kcal', 'sodium_value': 0.32, 'salt_100g': 0.8, 'fat': 3.1}",297.0,71.0,0.6,3.1,6.6,6.6,,1.6,0.32,0.8,,,
199,3051030038249,Sauce Tomate Cuisinée ? L'oignon La Simplissima,Sauce Tomate Cuisinée ? L'oignon La Simplissima,,nan,,,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0,0,[],0,0,,"{'saturated-fat': 0.1, 'sodium_unit': 'g', 'carbohydrates_unit': '', 'saturated-fat_100g': 0.1, 'saturated-fat_unit': '', 'saturated-fat_value': 0.1, 'fat_100g': 0.3, 'proteins_100g': 1.5, 'carbohydrates': 6.2, 'energy_unit': 'kcal', 'salt_100g': 1, 'sodium_value': 0.4, 'fat': 0.3, 'proteins': 1.5, 'energy_value': 37, 'proteins_unit': '', 'carbohydrates_100g': 6.2, 'energy-kcal_100g': 37, 'fat_unit': '', 'salt_value': 1, 'sugars': 5.9, 'energy-kcal_unit': 'kcal', 'carbohydrates_value': 6.2, 'proteins_value': 1.5, 'fat_value': 0.3, 'sugars_unit': '', 'salt_unit': '', 'sugars_100g': 5.9, 'sodium_100g': 0.4, 'energy-kcal_value': 37, 'salt': 1, 'sodium': 0.4, 'energy': 155, 'sugars_value': 5.9, 'energy-kcal': 37, 'energy_100g': 155}",155.0,37.0,0.1,0.3,6.2,5.9,,1.5,0.4,1.0,,,
